p_grid,prior,likelihood,posterior,Teacher
0.025502550255025503,1,3.069890978254707e-4,2.149138598638158e-7,RF
0.025602560256025603,1,3.1051929320772577e-4,2.1738524376978496e-7,RF
0.025702570257025704,1,3.140756961661657e-4,2.1987497481379732e-7,RF
0.025802580258025804,1,3.1765839211520897e-4,2.223831127919254e-7,RF
0.025902590259025905,1,3.212674663432525e-4,2.249097174120179e-7,RF
0.026002600260026005,1,3.24903004012741e-4,2.2745484829374803e-7,RF
0.026102610261026102,1,3.2856509016023725e-4,2.3001856496866288e-7,RF
0.026202620262026202,1,3.3225380969648533e-4,2.326009268802277e-7,RF
0.026302630263026303,1,3.3596924740648677e-4,2.3520199338387908e-7,RF
0.026402640264026403,1,3.397114879495612e-4,2.3782182374706749e-7,RF
0.026502650265026503,1,3.434806158594198e-4,2.4046047714930873e-7,RF
0.026602660266026604,1,3.4727671554422856e-4,2.4311801268222814e-7,RF
0.026702670267026704,1,3.510998712866829e-4,2.457944893496129e-7,RF
0.026802680268026804,1,3.5495016724407095e-4,2.4848996606745633e-7,RF
0.026902690269026905,1,3.588276874483429e-4,2.512045016640064e-7,RF
0.027002700270027005,1,3.6273251580618086e-4,2.5393815487981454e-7,RF
0.027102710271027102,1,0.00036666473609906197,2.566909843677801e-7,RF
0.027202720272027203,1,3.706244319833369e-4,2.594630486932051e-7,RF
0.027302730273027303,1,3.746116869902847e-4,2.6225440633383263e-7,RF
0.027402740274027403,1,3.786265845261925e-4,2.6506511567990264e-7,RF
0.027502750275027504,1,3.82669207872415e-4,2.6789523503419386e-7,RF
0.027602760276027604,1,3.86739640185449e-4,2.7074482261207545e-7,RF
0.027702770277027704,1,3.908379644969969e-4,2.7361393654155195e-7,RF
0.027802780278027805,1,3.949642637140374e-4,2.7650263486331244e-7,RF
0.027902790279027905,1,3.99118620618894e-4,2.794109755307788e-7,RF
0.028002800280028002,1,4.033011178692994e-4,2.823390164101505e-7,RF
0.028102810281028102,1,4.075118379984673e-4,2.852868152804551e-7,RF
0.028202820282028203,1,4.1175086341515844e-4,2.882544298335942e-7,RF
0.028302830283028303,1,4.160182764037511e-4,2.9124191767439315e-7,RF
0.028402840284028404,1,4.203141591243042e-4,2.942493363206449e-7,RF
0.028502850285028504,1,4.246385936126316e-4,2.9727674320316235e-7,RF
0.028602860286028604,1,4.2899166178036357e-4,3.00324195665821e-7,RF
0.028702870287028705,1,4.333734454150188e-4,3.0339175096560963e-7,RF
0.028802880288028805,1,4.377840261800735e-4,3.0647946627267864e-7,RF
0.028902890289028906,1,4.422234856150232e-4,3.095873986703832e-7,RF
0.029002900290029002,1,4.466919051354577e-4,3.1271560515533584e-7,RF
0.029102910291029103,1,4.511893660331261e-4,3.1586414263745197e-7,RF
0.029202920292029203,1,4.557159494760024e-4,3.1903306793999563e-7,RF
0.029302930293029304,1,4.6027173650835685e-4,3.222224377996297e-7,RF
0.029402940294029404,1,4.648568080508217e-4,3.2543230886646174e-7,RF
0.029502950295029504,1,4.694712449004582e-4,3.2866273770409106e-7,RF
0.029602960296029605,1,4.7411512773083063e-4,3.3191378078966035e-7,RF
0.029702970297029705,1,4.787885370920638e-4,3.35185494513896e-7,RF
0.029802980298029805,1,4.8349155341091996e-4,3.38477935181162e-7,RF
0.029902990299029902,1,4.882242569908596e-4,3.4179115900950256e-7,RF
0.030003000300030003,1,4.929867280121169e-4,3.451252221306948e-7,RF
0.030103010301030103,1,4.977790465317602e-4,3.4848018059029104e-7,RF
0.030203020302030203,1,5.026012924837627e-4,3.5185609034766857e-7,RF
0.030303030303030304,1,5.074535456790716e-4,3.5525300727607764e-7,RF
0.030403040304030404,1,5.123358858056737e-4,3.586709871626877e-7,RF
0.030503050305030505,1,5.172483924286617e-4,3.6211008570863395e-7,RF
0.030603060306030605,1,5.221911449903066e-4,3.6557035852906746e-7,RF
0.030703070307030705,1,5.271642228101223e-4,3.6905186115320085e-7,RF
0.030803080308030806,1,5.321677050849298e-4,3.725546490243532e-7,RF
0.030903090309030903,1,5.372016708889359e-4,3.7607877750000506e-7,RF
0.031003100310031003,1,5.42266199173784e-4,3.796243018518339e-7,RF
0.031103110311031103,1,5.473613687686397e-4,3.831912772657742e-7,RF
0.031203120312031204,1,5.524872583802461e-4,3.8677975884205636e-7,RF
0.0313031303130313,1,5.576439465929935e-4,3.9038980159525485e-7,RF
0.0314031403140314,1,5.62831511868991e-4,3.94021460454339e-7,RF
0.0315031503150315,1,5.680500325481316e-4,3.976747902627183e-7,RF
0.0316031603160316,1,5.732995868481568e-4,4.0134984577828743e-7,RF
0.0317031703170317,1,5.785802528647305e-4,4.050466816734786e-7,RF
0.0318031803180318,1,5.838921085715013e-4,4.0876535253530434e-7,RF
0.0319031903190319,1,5.892352318201716e-4,4.1250591286540655e-7,RF
0.032003200320032,1,5.946097003405663e-4,4.162684170801043e-7,RF
0.032103210321032104,1,6.000155917406986e-4,4.2005291951043995e-7,RF
0.032203220322032204,1,6.054529835068347e-4,4.2385947440222443e-7,RF
0.032303230323032305,1,6.109219530035692e-4,4.2768813591608995e-7,RF
0.032403240324032405,1,6.164225774738857e-4,4.3153895812753266e-7,RF
0.032503250325032505,1,6.219549340392246e-4,4.3541199502695983e-7,RF
0.032603260326032606,1,6.275190996995528e-4,4.393073005197388e-7,RF
